year_month,destination_region,origin_country,arriving_passengers
2004-10,Southeast,BOLÍVIA,7401
2004-10,Southeast,BRASIL,314
2004-10,Southeast,CANADÁ,4157
2004-10,Southeast,CHILE,16098
2004-10,Southeast,COLÔMBIA,4155
2004-10,Southeast,ESPANHA,18767
2004-10,Southeast,ESTADOS UNIDOS DA AMÉRICA,80911
2004-10,Southeast,FRANÇA,29972
2004-10,Southeast,HOLANDA,8664
2004-10,Southeast,ILHAS FEROÉ,1321
2004-10,Southeast,ITÁLIA,14876
2004-10,Southeast,JAPÃO,3323
2004-10,Southeast,MÉXICO,8562
2004-10,Southeast,PANAMÁ,3190
2004-10,Southeast,PARAGUAI,7565
2004-10,Southeast,PERU,6581
2004-10,Southeast,PORTUGAL,20099
2004-10,Southeast,REINO UNIDO,10786
2004-10,Southeast,SUÍÇA,4298
2004-10,Southeast,UNKNOWN,2782
2004-10,Southeast,URUGUAI,8082
2004-10,Southeast,VENEZUELA,3751
2004-10,Southeast,ÁFRICA DO SUL,7070
2004-10,UNKNOWN,ARGENTINA,2171
2004-10,UNKNOWN,ARUBA,101
2004-10,UNKNOWN,BOLÍVIA,378
2004-10,UNKNOWN,BRASIL,372118
2004-10,UNKNOWN,CHILE,1811
2004-10,UNKNOWN,ESPANHA,1985
2004-10,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2415
2004-10,UNKNOWN,FRANÇA,729
2004-10,UNKNOWN,GUIANA,13
2004-10,UNKNOWN,HOLANDA,644
2004-10,UNKNOWN,ILHAS FEROÉ,1026
2004-10,UNKNOWN,JAPÃO,667
2004-10,UNKNOWN,MÉXICO,456
2004-10,UNKNOWN,PARAGUAI,3424
2004-10,UNKNOWN,REINO UNIDO,3111
2004-10,UNKNOWN,SURINAME,55
2004-10,UNKNOWN,UNKNOWN,8742
2004-10,UNKNOWN,URUGUAI,1928
2004-10,UNKNOWN,VENEZUELA,115
2004-11,Central-West,ARGENTINA,1129
2004-11,North,BOLÍVIA,67
2004-11,North,COLÔMBIA,37
2004-11,North,ESTADOS UNIDOS DA AMÉRICA,671
2004-11,North,GUIANA,43
2004-11,North,GUIANA FRANCESA,387
2004-11,North,PORTUGAL,66
2004-11,North,SURINAME,714
2004-11,Northeast,ARGENTINA,923
2004-11,Northeast,BRASIL,219
2004-11,Northeast,CHILE,559
2004-11,Northeast,ESPANHA,5180
2004-11,Northeast,ESTADOS UNIDOS DA AMÉRICA,300
2004-11,Northeast,ILHAS FEROÉ,8
2004-11,Northeast,PORTUGAL,16639
2004-11,Northeast,REINO UNIDO,120
2004-11,Northeast,URUGUAI,215
2004-11,South,ARGENTINA,8577
2004-11,South,BRASIL,8
2004-11,South,FRANÇA,305
2004-11,South,HOLANDA,63
2004-11,South,PARAGUAI,1277
2004-11,South,UNKNOWN,9
2004-11,South,URUGUAI,2056
2004-11,Southeast,ALEMANHA,25030
2004-11,Southeast,ANGOLA,1132
2004-11,Southeast,ARGENTINA,54199
2004-11,Southeast,ARUBA,227
2004-11,Southeast,BOLÍVIA,7195
2004-11,Southeast,BRASIL,129
2004-11,Southeast,CANADÁ,4202
2004-11,Southeast,CHILE,15845
2004-11,Southeast,COLÔMBIA,3917
2004-11,Southeast,ESPANHA,17868
2004-11,Southeast,ESTADOS UNIDOS DA AMÉRICA,80621
2004-11,Southeast,FRANÇA,31129
2004-11,Southeast,HOLANDA,7723
2004-11,Southeast,ILHAS FEROÉ,880
2004-11,Southeast,ITÁLIA,13703
2004-11,Southeast,JAPÃO,3242
2004-11,Southeast,MÉXICO,8187
2004-11,Southeast,PANAMÁ,3079
2004-11,Southeast,PARAGUAI,6781
2004-11,Southeast,PERU,6622
2004-11,Southeast,PORTUGAL,18580
2004-11,Southeast,REINO UNIDO,11435
2004-11,Southeast,SUÍÇA,4267
2004-11,Southeast,UNKNOWN,1763
2004-11,Southeast,URUGUAI,9378
2004-11,Southeast,VENEZUELA,3494
2004-11,Southeast,ÁFRICA DO SUL,6815
2004-11,UNKNOWN,ARGENTINA,2977
2004-11,UNKNOWN,ARUBA,162
2004-11,UNKNOWN,BOLÍVIA,297
2004-11,UNKNOWN,BRASIL,344301
2004-11,UNKNOWN,CHILE,1705
2004-11,UNKNOWN,ESPANHA,2433
2004-11,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2097
2004-11,UNKNOWN,FRANÇA,464
2004-11,UNKNOWN,GUIANA,37
2004-11,UNKNOWN,HOLANDA,712
2004-11,UNKNOWN,ILHAS FEROÉ,590
2004-11,UNKNOWN,JAPÃO,686
2004-11,UNKNOWN,MÉXICO,553
2004-11,UNKNOWN,PARAGUAI,3597
2004-11,UNKNOWN,PORTUGAL,234
2004-11,UNKNOWN,REINO UNIDO,4070
2004-11,UNKNOWN,SURINAME,30
2004-11,UNKNOWN,UNKNOWN,8220
2004-11,UNKNOWN,URUGUAI,2046
2004-11,UNKNOWN,VENEZUELA,212
2004-12,Central-West,ARGENTINA,887
2004-12,Central-West,URUGUAI,94
2004-12,North,ARGENTINA,3
2004-12,North,BOLÍVIA,164
2004-12,North,COLÔMBIA,10
2004-12,North,ESTADOS UNIDOS DA AMÉRICA,736
2004-12,North,GUIANA,68
2004-12,North,SURINAME,836
2004-12,Northeast,ANGOLA,244
2004-12,Northeast,ARGENTINA,898
2004-12,Northeast,BOLÍVIA,61
2004-12,Northeast,CHILE,718
2004-12,Northeast,ESPANHA,4819
2004-12,Northeast,ESTADOS UNIDOS DA AMÉRICA,433
2004-12,Northeast,PORTUGAL,16904
2004-12,Northeast,URUGUAI,174
2004-12,South,ARGENTINA,7636
2004-12,South,BOLÍVIA,243
2004-12,South,BRASIL,37
2004-12,South,FRANÇA,361
2004-12,South,HOLANDA,46
2004-12,South,PARAGUAI,1647
2004-12,South,URUGUAI,1469
2004-12,Southeast,ALEMANHA,24124
2004-12,Southeast,ANGOLA,1405
2004-12,Southeast,ARGENTINA,45820
2004-12,Southeast,ARUBA,236
2004-12,Southeast,BOLÍVIA,8849
2004-12,Southeast,BRASIL,589
2004-12,Southeast,CANADÁ,5317
2004-12,Southeast,CHILE,14587
2004-12,Southeast,COLÔMBIA,4404
2004-12,Southeast,CUBA,104
2004-12,Southeast,ESPANHA,19359
2004-12,Southeast,ESTADOS UNIDOS DA AMÉRICA,98435
2004-12,Southeast,FRANÇA,24450
2004-12,Southeast,HOLANDA,8749
2004-12,Southeast,ILHAS FEROÉ,1185
2004-12,Southeast,ITÁLIA,13912
2004-12,Southeast,JAPÃO,2365
2004-12,Southeast,MÉXICO,8915
2004-12,Southeast,PANAMÁ,2903
2004-12,Southeast,PARAGUAI,7545
2004-12,Southeast,PERU,5741
2004-12,Southeast,PORTUGAL,19936
2004-12,Southeast,REINO UNIDO,11171
2004-12,Southeast,SUÍÇA,4666
2004-12,Southeast,UNKNOWN,2033
2004-12,Southeast,URUGUAI,7823
2004-12,Southeast,VENEZUELA,3972
2004-12,Southeast,ÁFRICA DO SUL,6797
2004-12,UNKNOWN,ALEMANHA,40
2004-12,UNKNOWN,ARGENTINA,3180
2004-12,UNKNOWN,ARUBA,210
2004-12,UNKNOWN,BOLÍVIA,441
2004-12,UNKNOWN,BRASIL,381717
2004-12,UNKNOWN,CHILE,1757
2004-12,UNKNOWN,CURAÇAO,81
2004-12,UNKNOWN,ESPANHA,2353
2004-12,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,3236
2004-12,UNKNOWN,FRANÇA,734
2004-12,UNKNOWN,GUIANA,66
2004-12,UNKNOWN,HOLANDA,636
2004-12,UNKNOWN,ILHAS FEROÉ,886
2004-12,UNKNOWN,JAPÃO,601
2004-12,UNKNOWN,MÉXICO,373
2004-12,UNKNOWN,PARAGUAI,3395
2004-12,UNKNOWN,REINO UNIDO,3927
2004-12,UNKNOWN,SURINAME,98
2004-12,UNKNOWN,UNKNOWN,6720
2004-12,UNKNOWN,URUGUAI,2114
2004-12,UNKNOWN,VENEZUELA,401
2005-01,Central-West,ARGENTINA,2199
2005-01,Central-West,UNKNOWN,844
2005-01,North,ARGENTINA,24
2005-01,North,BOLÍVIA,168
2005-01,North,ESTADOS UNIDOS DA AMÉRICA,1365
2005-01,North,GUIANA,65
2005-01,North,GUIANA FRANCESA,573
2005-01,North,MÉXICO,13
2005-01,North,PARAGUAI,10
2005-01,North,SURINAME,722
2005-01,North,UNKNOWN,96
2005-01,Northeast,ARGENTINA,4807
2005-01,Northeast,BOLÍVIA,66
2005-01,Northeast,CABO VERDE,980
2005-01,Northeast,CHILE,2269
2005-01,Northeast,ESPANHA,4802
2005-01,Northeast,ESTADOS UNIDOS DA AMÉRICA,539
2005-01,Northeast,PORTUGAL,19021
2005-01,Northeast,URUGUAI,906
2005-01,South,ARGENTINA,14417
2005-01,South,BOLÍVIA,134
2005-01,South,BRASIL,22
2005-01,South,CHILE,1005
2005-01,South,FRANÇA,559
2005-01,South,HOLANDA,71
2005-01,South,PARAGUAI,2164
2005-01,South,UNKNOWN,508
2005-01,South,URUGUAI,2645
2005-01,Southeast,ALEMANHA,25103
2005-01,Southeast,ANGOLA,1160
2005-01,Southeast,ARGENTINA,67897
2005-01,Southeast,ARUBA,367
2005-01,Southeast,BOLÍVIA,7265
2005-01,Southeast,BRASIL,253
2005-01,Southeast,CANADÁ,5259
2005-01,Southeast,CHILE,23653
2005-01,Southeast,COLÔMBIA,4927
2005-01,Southeast,CUBA,1097
2005-01,Southeast,ESPANHA,19834
2005-01,Southeast,ESTADOS UNIDOS DA AMÉRICA,103059
2005-01,Southeast,FRANÇA,31100
2005-01,Southeast,HOLANDA,8334
2005-01,Southeast,ILHAS FEROÉ,1321
2005-01,Southeast,ITÁLIA,14937
2005-01,Southeast,JAPÃO,2696
2005-01,Southeast,MÉXICO,9264
2005-01,Southeast,PANAMÁ,4379
2005-01,Southeast,PARAGUAI,8849
2005-01,Southeast,PERU,7502
2005-01,Southeast,PORTUGAL,19084
2005-01,Southeast,REINO UNIDO,11367
2005-01,Southeast,SUÍÇA,4074
2005-01,Southeast,UNKNOWN,2287
2005-01,Southeast,URUGUAI,12426
2005-01,Southeast,VENEZUELA,3305
2005-01,Southeast,ÁFRICA DO SUL,6350
2005-01,UNKNOWN,ALEMANHA,128
2005-01,UNKNOWN,ARGENTINA,3565
2005-01,UNKNOWN,ARUBA,386
2005-01,UNKNOWN,BOLÍVIA,900
2005-01,UNKNOWN,BRASIL,444833
2005-01,UNKNOWN,CHILE,2250
2005-01,UNKNOWN,ESPANHA,2386
2005-01,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2299
2005-01,UNKNOWN,FRANÇA,504
2005-01,UNKNOWN,GUIANA,50
2005-01,UNKNOWN,HOLANDA,613
2005-01,UNKNOWN,ILHAS FEROÉ,457
2005-01,UNKNOWN,JAPÃO,1259
2005-01,UNKNOWN,MÉXICO,372
2005-01,UNKNOWN,PARAGUAI,3402
2005-01,UNKNOWN,REINO UNIDO,3240
2005-01,UNKNOWN,SURINAME,38
2005-01,UNKNOWN,UNKNOWN,11031
2005-01,UNKNOWN,URUGUAI,2701
2005-01,UNKNOWN,VENEZUELA,842
2005-02,Central-West,ARGENTINA,2176
2005-02,Central-West,UNKNOWN,85
2005-02,North,ARGENTINA,129
2005-02,North,BOLÍVIA,119
2005-02,North,ESTADOS UNIDOS DA AMÉRICA,1254
2005-02,North,GUIANA,135
2005-02,North,GUIANA FRANCESA,657
2005-02,North,PARAGUAI,7
2005-02,North,SURINAME,606
2005-02,Northeast,ARGENTINA,2260
2005-02,Northeast,BRASIL,183
2005-02,Northeast,CABO VERDE,980
2005-02,Northeast,CHILE,2281
2005-02,Northeast,ESPANHA,3381
2005-02,Northeast,ESTADOS UNIDOS DA AMÉRICA,414
2005-02,Northeast,ITÁLIA,109
2005-02,Northeast,PORTUGAL,15629
2005-02,Northeast,UNKNOWN,133
2005-02,Northeast,URUGUAI,180
2005-02,South,ARGENTINA,11313
2005-02,South,BRASIL,58
2005-02,South,CHILE,1415
2005-02,South,FRANÇA,369
2005-02,South,HOLANDA,57
2005-02,South,PARAGUAI,1350
2005-02,South,UNKNOWN,529
2005-02,South,URUGUAI,1939
2005-02,Southeast,ALEMANHA,22499
2005-02,Southeast,ANGOLA,815
2005-02,Southeast,ARGENTINA,56140
2005-02,Southeast,ARUBA,239
2005-02,Southeast,BOLÍVIA,6409
2005-02,Southeast,BRASIL,0
2005-02,Southeast,CANADÁ,5058
2005-02,Southeast,CHILE,19772
2005-02,Southeast,COLÔMBIA,4750
2005-02,Southeast,CUBA,909
2005-02,Southeast,ESPANHA,18288
2005-02,Southeast,ESTADOS UNIDOS DA AMÉRICA,92296
2005-02,Southeast,FRANÇA,28106
2005-02,Southeast,HOLANDA,7546
2005-02,Southeast,ILHAS FEROÉ,1043
2005-02,Southeast,ITÁLIA,13913
2005-02,Southeast,JAPÃO,2597
2005-02,Southeast,MÉXICO,8718
2005-02,Southeast,PANAMÁ,4090
2005-02,Southeast,PARAGUAI,6266
2005-02,Southeast,PERU,6857
2005-02,Southeast,PORTUGAL,15998
2005-02,Southeast,REINO UNIDO,10251
2005-02,Southeast,SUÍÇA,3913
2005-02,Southeast,UNKNOWN,2032
2005-02,Southeast,URUGUAI,8750
2005-02,Southeast,VENEZUELA,3719
2005-02,Southeast,ÁFRICA DO SUL,5572
2005-02,UNKNOWN,ALEMANHA,4599
2005-02,UNKNOWN,ARGENTINA,5078
2005-02,UNKNOWN,ARUBA,216
2005-02,UNKNOWN,BOLÍVIA,615
2005-02,UNKNOWN,BRASIL,394322
2005-02,UNKNOWN,CHILE,3507
2005-02,UNKNOWN,ESPANHA,2070
2005-02,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2106
2005-02,UNKNOWN,FRANÇA,459
2005-02,UNKNOWN,GUIANA,138
2005-02,UNKNOWN,HOLANDA,682
2005-02,UNKNOWN,ILHAS FEROÉ,571
2005-02,UNKNOWN,JAPÃO,554
2005-02,UNKNOWN,MÉXICO,297
2005-02,UNKNOWN,PARAGUAI,3093
2005-02,UNKNOWN,REINO UNIDO,3236
2005-02,UNKNOWN,SURINAME,135
2005-02,UNKNOWN,UNKNOWN,9008
2005-02,UNKNOWN,URUGUAI,2227
2005-02,UNKNOWN,VENEZUELA,486
2005-03,Central-West,ARGENTINA,1735
2005-03,North,ARGENTINA,106
2005-03,North,BOLÍVIA,106
2005-03,North,CUBA,12
2005-03,North,ESTADOS UNIDOS DA AMÉRICA,932
2005-03,North,GUIANA,176
2005-03,North,GUIANA FRANCESA,872
2005-03,North,MÉXICO,3
2005-03,North,PARAGUAI,10
2005-03,North,SURINAME,884
2005-03,North,UNKNOWN,12
2005-03,North,VENEZUELA,100
2005-03,Northeast,ARGENTINA,1581
2005-03,Northeast,CABO VERDE,980
2005-03,Northeast,CHILE,1360
2005-03,Northeast,ESPANHA,3647
2005-03,Northeast,ESTADOS UNIDOS DA AMÉRICA,418
2005-03,Northeast,FRANÇA,130
2005-03,Northeast,PORTUGAL,16210
2005-03,Northeast,UNKNOWN,71
2005-03,Northeast,URUGUAI,803
2005-03,South,ARGENTINA,9925
2005-03,South,BRASIL,5
2005-03,South,FRANÇA,252
2005-03,South,HOLANDA,45
2005-03,South,PARAGUAI,1053
2005-03,South,UNKNOWN,440
2005-03,South,URUGUAI,2494
2005-03,Southeast,ALEMANHA,21357
2005-03,Southeast,ANGOLA,1003
2005-03,Southeast,ARGENTINA,60814
2005-03,Southeast,ARUBA,276
2005-03,Southeast,BOLÍVIA,7264
2005-03,Southeast,BRASIL,215
2005-03,Southeast,CANADÁ,4299
2005-03,Southeast,CHILE,18698
2005-03,Southeast,COLÔMBIA,4469
2005-03,Southeast,CUBA,609
2005-03,Southeast,ESPANHA,15695
2005-03,Southeast,ESTADOS UNIDOS DA AMÉRICA,91073
2005-03,Southeast,FRANÇA,28854
2005-03,Southeast,HOLANDA,7025
2005-03,Southeast,ILHA DE SÃO MARTINHO,91
2005-03,Southeast,ILHAS FEROÉ,977
2005-03,Southeast,ITÁLIA,13032
2005-03,Southeast,JAPÃO,2706
2005-03,Southeast,MÉXICO,8612
2005-03,Southeast,PANAMÁ,3503
2005-03,Southeast,PARAGUAI,8183
2005-03,Southeast,PERU,6170
2005-03,Southeast,PORTUGAL,16216
2005-03,Southeast,REINO UNIDO,10581
2005-03,Southeast,SUÍÇA,4198
2005-03,Southeast,UNKNOWN,1441
2005-03,Southeast,URUGUAI,11772
2005-03,Southeast,VENEZUELA,4061
2005-03,Southeast,ÁFRICA DO SUL,6279
2005-03,UNKNOWN,ALEMANHA,9043
2005-03,UNKNOWN,ARGENTINA,8202
2005-03,UNKNOWN,ARUBA,253
2005-03,UNKNOWN,BOLÍVIA,847
2005-03,UNKNOWN,BRASIL,425535
2005-03,UNKNOWN,CHILE,7043
2005-03,UNKNOWN,ESPANHA,2115
2005-03,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2700
2005-03,UNKNOWN,FRANÇA,631
2005-03,UNKNOWN,GUIANA,141
2005-03,UNKNOWN,HOLANDA,678
2005-03,UNKNOWN,ILHAS FEROÉ,734
2005-03,UNKNOWN,JAPÃO,463
2005-03,UNKNOWN,MÉXICO,367
2005-03,UNKNOWN,PARAGUAI,3296
2005-03,UNKNOWN,REINO UNIDO,3438
2005-03,UNKNOWN,SURINAME,146
2005-03,UNKNOWN,UNKNOWN,8538
2005-03,UNKNOWN,URUGUAI,2659
2005-03,UNKNOWN,VENEZUELA,452
2005-04,Central-West,ARGENTINA,1113
2005-04,North,ARGENTINA,26
2005-04,North,BOLÍVIA,140
2005-04,North,CUBA,6
2005-04,North,ESTADOS UNIDOS DA AMÉRICA,593
2005-04,North,GUIANA,146
2005-04,North,GUIANA FRANCESA,659
2005-04,North,MÉXICO,2
2005-04,North,PARAGUAI,8
2005-04,North,SURINAME,607
2005-04,North,VENEZUELA,48
2005-04,Northeast,ARGENTINA,1266
2005-04,Northeast,CABO VERDE,1225
2005-04,Northeast,CHILE,1242
2005-04,Northeast,ESPANHA,2713
2005-04,Northeast,ESTADOS UNIDOS DA AMÉRICA,342
2005-04,Northeast,ITÁLIA,256
2005-04,Northeast,PORTUGAL,14078
2005-04,Northeast,UNKNOWN,88
2005-04,Northeast,URUGUAI,82
2005-04,South,ARGENTINA,8271
2005-04,South,BRASIL,17
2005-04,South,FRANÇA,347
2005-04,South,HOLANDA,41
2005-04,South,PARAGUAI,908
2005-04,South,URUGUAI,1399
2005-04,Southeast,ALEMANHA,20186
2005-04,Southeast,ANGOLA,1113
2005-04,Southeast,ARGENTINA,50348
2005-04,Southeast,ARUBA,203
2005-04,Southeast,BOLÍVIA,7536
2005-04,Southeast,BRASIL,325
2005-04,Southeast,CANADÁ,3394
2005-04,Southeast,CHILE,16961
2005-04,Southeast,COLÔMBIA,4435
2005-04,Southeast,CUBA,613
2005-04,Southeast,ESPANHA,12796
2005-04,Southeast,ESTADOS UNIDOS DA AMÉRICA,80862
2005-04,Southeast,FRANÇA,25258
2005-04,Southeast,HOLANDA,5764
2005-04,Southeast,ILHAS FEROÉ,425
2005-04,Southeast,ITÁLIA,11574
2005-04,Southeast,JAPÃO,2780
2005-04,Southeast,MÉXICO,8210
2005-04,Southeast,PANAMÁ,3831
2005-04,Southeast,PARAGUAI,7868
2005-04,Southeast,PERU,6372
2005-04,Southeast,PORTUGAL,16106
2005-04,Southeast,REINO UNIDO,9679
2005-04,Southeast,SUÍÇA,3835
2005-04,Southeast,UNKNOWN,1592
2005-04,Southeast,URUGUAI,9568
2005-04,Southeast,VENEZUELA,3715
2005-04,Southeast,ÁFRICA DO SUL,6444
2005-04,UNKNOWN,ALEMANHA,7346
2005-04,UNKNOWN,ARGENTINA,8484
2005-04,UNKNOWN,ARUBA,179
2005-04,UNKNOWN,BOLÍVIA,705
2005-04,UNKNOWN,BRASIL,390592
2005-04,UNKNOWN,CHILE,5249
2005-04,UNKNOWN,ESPANHA,1342
2005-04,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2161
2005-04,UNKNOWN,FRANÇA,639
2005-04,UNKNOWN,GUIANA,149
2005-04,UNKNOWN,HOLANDA,661
2005-04,UNKNOWN,ILHAS FEROÉ,461
2005-04,UNKNOWN,JAPÃO,624
2005-04,UNKNOWN,MÉXICO,472
2005-04,UNKNOWN,PARAGUAI,3184
2005-04,UNKNOWN,REINO UNIDO,2320
2005-04,UNKNOWN,SURINAME,139
2005-04,UNKNOWN,UNKNOWN,3934
2005-04,UNKNOWN,URUGUAI,2189
2005-04,UNKNOWN,VENEZUELA,212
2005-05,Central-West,ARGENTINA,1168
2005-05,Central-West,ESTADOS UNIDOS DA AMÉRICA,172
2005-05,North,ARGENTINA,10
2005-05,North,BOLÍVIA,103
2005-05,North,CUBA,4
2005-05,North,ESTADOS UNIDOS DA AMÉRICA,570
2005-05,North,GUIANA,153
2005-05,North,GUIANA FRANCESA,468
2005-05,North,MÉXICO,2
2005-05,North,PARAGUAI,12
2005-05,North,SURINAME,659
2005-05,North,UNKNOWN,8
2005-05,Northeast,ARGENTINA,920
2005-05,Northeast,BRASIL,102
2005-05,Northeast,CABO VERDE,1470
2005-05,Northeast,CHILE,918
2005-05,Northeast,ESPANHA,2454
2005-05,Northeast,ESTADOS UNIDOS DA AMÉRICA,436
2005-05,Northeast,PORTUGAL,12900
2005-05,Northeast,UNKNOWN,50
2005-05,Northeast,URUGUAI,10
2005-05,South,ARGENTINA,7809
2005-05,South,BRASIL,11
2005-05,South,FRANÇA,427
2005-05,South,HOLANDA,61
2005-05,South,PARAGUAI,1045
2005-05,South,URUGUAI,679
2005-05,Southeast,ALEMANHA,18716
2005-05,Southeast,ANGOLA,1164
2005-05,Southeast,ARGENTINA,48799
2005-05,Southeast,ARUBA,240
2005-05,Southeast,BOLÍVIA,7186
2005-05,Southeast,BRASIL,124
2005-05,Southeast,CANADÁ,3740
2005-05,Southeast,CHILE,17447
2005-05,Southeast,COLÔMBIA,4097
2005-05,Southeast,CUBA,579
2005-05,Southeast,ESPANHA,12982
2005-05,Southeast,ESTADOS UNIDOS DA AMÉRICA,87560
2005-05,Southeast,FRANÇA,23080
2005-05,Southeast,HOLANDA,5277
2005-05,Southeast,ILHAS FEROÉ,407
2005-05,Southeast,ITÁLIA,11819
2005-05,Southeast,JAPÃO,1953
2005-05,Southeast,MÉXICO,8687
2005-05,Southeast,PANAMÁ,3596
2005-05,Southeast,PARAGUAI,7764
2005-05,Southeast,PERU,6327
2005-05,Southeast,PORTUGAL,16912
2005-05,Southeast,REINO UNIDO,8929
2005-05,Southeast,SUÍÇA,3194
2005-05,Southeast,UNKNOWN,1128
2005-05,Southeast,URUGUAI,8993
2005-05,Southeast,VENEZUELA,3341
2005-05,Southeast,ÁFRICA DO SUL,5907
2005-05,UNKNOWN,ALEMANHA,6053
2005-05,UNKNOWN,ARGENTINA,7357
2005-05,UNKNOWN,ARUBA,219
2005-05,UNKNOWN,BOLÍVIA,894
2005-05,UNKNOWN,BRASIL,369336
2005-05,UNKNOWN,CHILE,4712
2005-05,UNKNOWN,ESPANHA,1080
2005-05,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2849
2005-05,UNKNOWN,FRANÇA,864
2005-05,UNKNOWN,GUIANA,160
2005-05,UNKNOWN,HOLANDA,1035
2005-05,UNKNOWN,ILHAS FEROÉ,469
2005-05,UNKNOWN,JAPÃO,611
2005-05,UNKNOWN,MÉXICO,425
2005-05,UNKNOWN,PARAGUAI,3039
2005-05,UNKNOWN,REINO UNIDO,2280
2005-05,UNKNOWN,SURINAME,146
2005-05,UNKNOWN,UNKNOWN,8553
2005-05,UNKNOWN,URUGUAI,2646
2005-05,UNKNOWN,VENEZUELA,299
2005-06,Central-West,ARGENTINA,1116
2005-06,North,ARGENTINA,4
2005-06,North,BOLÍVIA,90
2005-06,North,CUBA,8
2005-06,North,ESTADOS UNIDOS DA AMÉRICA,848
2005-06,North,GUIANA,139
2005-06,North,GUIANA FRANCESA,600
2005-06,North,PARAGUAI,10
2005-06,North,SURINAME,771
2005-06,Northeast,ALEMANHA,187
2005-06,Northeast,ARGENTINA,1280
2005-06,Northeast,BRASIL,263
2005-06,Northeast,CABO VERDE,980
2005-06,Northeast,CHILE,900
2005-06,Northeast,ESPANHA,2272
2005-06,Northeast,ESTADOS UNIDOS DA AMÉRICA,437
2005-06,Northeast,PORTUGAL,15295
2005-06,South,ARGENTINA,7167
2005-06,South,BRASIL,7
2005-06,South,FRANÇA,363
2005-06,South,HOLANDA,69
2005-06,South,PARAGUAI,1036
2005-06,South,URUGUAI,866
2005-06,Southeast,ALEMANHA,21041
2005-06,Southeast,ANGOLA,923
2005-06,Southeast,ARGENTINA,45890
2005-06,Southeast,ARUBA,281
2005-06,Southeast,BOLÍVIA,6263
2005-06,Southeast,BRASIL,386
2005-06,Southeast,CANADÁ,4037
2005-06,Southeast,CHILE,17411
2005-06,Southeast,COLÔMBIA,4297
2005-06,Southeast,CUBA,208
2005-06,Southeast,ESPANHA,15112
2005-06,Southeast,ESTADOS UNIDOS DA AMÉRICA,92611
2005-06,Southeast,FRANÇA,27466
2005-06,Southeast,HOLANDA,6570
2005-06,Southeast,ILHAS FEROÉ,874
2005-06,Southeast,ITÁLIA,14014
2005-06,Southeast,JAPÃO,2544
2005-06,Southeast,MÉXICO,8101
2005-06,Southeast,PANAMÁ,4003
2005-06,Southeast,PARAGUAI,8195
2005-06,Southeast,PERU,6035
2005-06,Southeast,PORTUGAL,18093
2005-06,Southeast,REINO UNIDO,9402
2005-06,Southeast,SUÍÇA,3764
2005-06,Southeast,UNKNOWN,1715
2005-06,Southeast,URUGUAI,9199
2005-06,Southeast,VENEZUELA,3903
2005-06,Southeast,ÁFRICA DO SUL,5942
2005-06,UNKNOWN,ALEMANHA,7031
2005-06,UNKNOWN,ARGENTINA,6250
2005-06,UNKNOWN,ARUBA,308
2005-06,UNKNOWN,BOLÍVIA,972
2005-06,UNKNOWN,BRASIL,369991
2005-06,UNKNOWN,CHILE,4203
2005-06,UNKNOWN,ESPANHA,1509
2005-06,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,3387
2005-06,UNKNOWN,FRANÇA,702
2005-06,UNKNOWN,GUIANA,124
2005-06,UNKNOWN,HAITI,172
2005-06,UNKNOWN,HOLANDA,826
2005-06,UNKNOWN,ILHAS FEROÉ,906
2005-06,UNKNOWN,JAPÃO,996
2005-06,UNKNOWN,MÉXICO,408
2005-06,UNKNOWN,PARAGUAI,3141
2005-06,UNKNOWN,REINO UNIDO,2478
2005-06,UNKNOWN,SURINAME,133
2005-06,UNKNOWN,UNKNOWN,7971
2005-06,UNKNOWN,URUGUAI,2678
2005-06,UNKNOWN,VENEZUELA,432
2005-07,Central-West,ARGENTINA,3144
2005-07,North,ARGENTINA,5
2005-07,North,BOLÍVIA,177
2005-07,North,CUBA,11
2005-07,North,ESTADOS UNIDOS DA AMÉRICA,1059
2005-07,North,GUIANA,178
2005-07,North,GUIANA FRANCESA,1380
2005-07,North,MÉXICO,12
2005-07,North,PARAGUAI,18
2005-07,North,SURINAME,786
2005-07,North,VENEZUELA,335
2005-07,Northeast,ARGENTINA,3354
2005-07,Northeast,CABO VERDE,1715
2005-07,Northeast,CHILE,937
2005-07,Northeast,ESPANHA,3443
2005-07,Northeast,ESTADOS UNIDOS DA AMÉRICA,752
2005-07,Northeast,PORTUGAL,9811
2005-07,Northeast,URUGUAI,371
2005-07,South,ARGENTINA,11346
2005-07,South,BRASIL,18
2005-07,South,FRANÇA,322
2005-07,South,HOLANDA,39
2005-07,South,PARAGUAI,1583
2005-07,South,UNKNOWN,104
2005-07,South,URUGUAI,1175
2005-07,Southeast,ALEMANHA,27101
2005-07,Southeast,ANGOLA,1543
2005-07,Southeast,ARGENTINA,74786
