year_month,destination_region,origin_region,arriving_passengers
2022-10,Central-West,Southeast,497330
2022-10,North,Central-West,100846
2022-10,North,North,133181
2022-10,North,Northeast,39700
2022-10,North,Southeast,109227
2022-10,Northeast,Central-West,157597
2022-10,Northeast,North,40824
2022-10,Northeast,Northeast,341837
2022-10,Northeast,South,3426
2022-10,Northeast,Southeast,838294
2022-10,South,Central-West,52929
2022-10,South,North,1709
2022-10,South,Northeast,3140
2022-10,South,South,92373
2022-10,South,Southeast,752000
2022-10,Southeast,Central-West,508839
2022-10,Southeast,North,115891
2022-10,Southeast,Northeast,861225
2022-10,Southeast,South,733436
2022-10,Southeast,Southeast,1386798
2022-11,Central-West,Central-West,106842
2022-11,Central-West,North,117659
2022-11,Central-West,Northeast,154087
2022-11,Central-West,South,61032
2022-11,Central-West,Southeast,503775
2022-11,North,Central-West,106701
2022-11,North,North,142453
2022-11,North,Northeast,39899
2022-11,North,Southeast,104683
2022-11,Northeast,Central-West,153328
2022-11,Northeast,North,40898
2022-11,Northeast,Northeast,369305
2022-11,Northeast,South,1790
2022-11,Northeast,Southeast,839074
2022-11,South,Central-West,63001
2022-11,South,North,1218
2022-11,South,Northeast,1813
2022-11,South,South,108239
2022-11,South,Southeast,795477
2022-11,Southeast,Central-West,512846
2022-11,Southeast,North,113339
2022-11,Southeast,Northeast,845578
2022-11,Southeast,South,787618
2022-11,Southeast,Southeast,1404202
2022-12,Central-West,Central-West,117154
2022-12,Central-West,North,121893
2022-12,Central-West,Northeast,160779
2022-12,Central-West,South,70683
2022-12,Central-West,Southeast,490619
2022-12,North,Central-West,105762
2022-12,North,North,164205
2022-12,North,Northeast,38825
2022-12,North,Southeast,118658
2022-12,Northeast,Central-West,198155
2022-12,Northeast,North,50422
2022-12,Northeast,Northeast,378896
2022-12,Northeast,South,25263
2022-12,Northeast,Southeast,1019226
2022-12,South,Central-West,76393
2022-12,South,North,1058
2022-12,South,Northeast,19193
2022-12,South,South,110932
2022-12,South,Southeast,782452
2022-12,Southeast,Central-West,523034
2022-12,Southeast,North,132431
2022-12,Southeast,Northeast,851172
2022-12,Southeast,South,758531
2022-12,Southeast,Southeast,1384772
2023-01,Central-West,Central-West,118596
2023-01,Central-West,North,118218
2023-01,Central-West,Northeast,221238
2023-01,Central-West,South,76903
2023-01,Central-West,Southeast,530348
2023-01,North,Central-West,115089
2023-01,North,North,168089
2023-01,North,Northeast,53749
2023-01,North,South,0
2023-01,North,Southeast,137392
2023-01,Northeast,Central-West,200932
2023-01,Northeast,North,48229
2023-01,Northeast,Northeast,420329
2023-01,Northeast,South,35873
2023-01,Northeast,Southeast,1080451
2023-01,South,Central-West,71909
2023-01,South,North,952
2023-01,South,Northeast,38807
2023-01,South,South,106236
2023-01,South,Southeast,758264
2023-01,Southeast,Central-West,509831
2023-01,Southeast,North,136923
2023-01,Southeast,Northeast,1153698
2023-01,Southeast,South,817900
2023-01,Southeast,Southeast,1402853
2023-02,Central-West,Central-West,86833
2023-02,Central-West,North,97795
2023-02,Central-West,Northeast,153209
2023-02,Central-West,South,43578
2023-02,Central-West,Southeast,429700
2023-02,North,Central-West,92780
2023-02,North,North,130645
2023-02,North,Northeast,40504
2023-02,North,South,49
2023-02,North,Southeast,100640
2023-02,Northeast,Central-West,139607
2023-02,Northeast,North,36728
2023-02,Northeast,Northeast,328710
2023-02,Northeast,South,7108
2023-02,Northeast,Southeast,782468
2023-02,South,Central-West,47468
2023-02,South,North,796
2023-02,South,Northeast,8360
2023-02,South,South,79116
2023-02,South,Southeast,686910
2023-02,Southeast,Central-West,436411
2023-02,Southeast,North,106065
2023-02,Southeast,Northeast,857506
2023-02,Southeast,South,665423
2023-02,Southeast,Southeast,1230176
2023-03,Central-West,Central-West,101301
2023-03,Central-West,North,107977
2023-03,Central-West,Northeast,159435
2023-03,Central-West,South,51285
2023-03,Central-West,Southeast,503003
2023-03,North,Central-West,99217
2023-03,North,North,130651
2023-03,North,Northeast,32660
2023-03,North,Southeast,105947
2023-03,Northeast,Central-West,148130
2023-03,Northeast,North,32982
2023-03,Northeast,Northeast,361366
2023-03,Northeast,South,1889
2023-03,Northeast,Southeast,843841
2023-03,South,Central-West,54435
2023-03,South,North,772
2023-03,South,Northeast,2129
2023-03,South,South,99412
2023-03,South,Southeast,800443
2023-03,Southeast,Central-West,522722
2023-03,Southeast,North,113206
2023-03,Southeast,Northeast,886888
2023-03,Southeast,South,791913
2023-03,Southeast,Southeast,1478197
2023-04,Central-West,Central-West,91987
2023-04,Central-West,North,94068
2023-04,Central-West,Northeast,145684
2023-04,Central-West,South,46846
2023-04,Central-West,Southeast,495139
2023-04,North,Central-West,90558
2023-04,North,North,134200
2023-04,North,Northeast,32772
2023-04,North,South,49
2023-04,North,Southeast,94235
2023-04,Northeast,Central-West,140594
2023-04,Northeast,North,33965
2023-04,Northeast,Northeast,320291
2023-04,Northeast,South,676
2023-04,Northeast,Southeast,763541
2023-04,South,Central-West,48493
2023-04,South,North,887
2023-04,South,Northeast,657
2023-04,South,South,101994
2023-04,South,Southeast,760149
2023-04,Southeast,Central-West,498667
2023-04,Southeast,North,101458
2023-04,Southeast,Northeast,781528
2023-04,Southeast,South,761553
2023-04,Southeast,Southeast,1428198
2023-05,Central-West,Central-West,106033
2023-05,Central-West,North,106812
2023-05,Central-West,Northeast,152940
2023-05,Central-West,South,52531
2023-05,Central-West,Southeast,519922
2023-05,North,Central-West,104396
2023-05,North,North,150649
2023-05,North,Northeast,33635
2023-05,North,South,47
2023-05,North,Southeast,108346
2023-05,Northeast,Central-West,146338
2023-05,Northeast,North,35470
2023-05,Northeast,Northeast,356323
2023-05,Northeast,South,3822
2023-05,Northeast,Southeast,780000
2023-05,South,Central-West,53620
2023-05,South,North,1201
2023-05,South,Northeast,4528
2023-05,South,South,109808
2023-05,South,Southeast,802790
2023-05,Southeast,Central-West,515418
2023-05,Southeast,North,111160
2023-05,Southeast,Northeast,779853
2023-05,Southeast,South,817767
2023-05,Southeast,Southeast,1502233
2023-06,Central-West,Central-West,102511
2023-06,Central-West,North,109077
2023-06,Central-West,Northeast,151561
2023-06,Central-West,South,52910
2023-06,Central-West,Southeast,508035
2023-06,North,Central-West,104237
2023-06,North,North,146689
2023-06,North,Northeast,33003
2023-06,North,South,50
2023-06,North,Southeast,109731
2023-06,Northeast,Central-West,159215
2023-06,Northeast,North,36783
2023-06,Northeast,Northeast,357008
2023-06,Northeast,South,3998
2023-06,Northeast,Southeast,820597
2023-06,South,Central-West,54046
2023-06,South,North,698
2023-06,South,Northeast,4261
2023-06,South,South,108956
2023-06,South,Southeast,780153
2023-06,Southeast,Central-West,515893
2023-06,Southeast,North,116599
2023-06,Southeast,Northeast,750313
2023-06,Southeast,South,758396
2023-06,Southeast,Southeast,1436738
2023-07,Central-West,Central-West,99866
2023-07,Central-West,North,123551
2023-07,Central-West,Northeast,176165
2023-07,Central-West,South,48573
2023-07,Central-West,Southeast,576796
2023-07,North,Central-West,119820
2023-07,North,North,171962
2023-07,North,Northeast,39329
2023-07,North,Southeast,123898
2023-07,Northeast,Central-West,176062
2023-07,Northeast,North,38870
2023-07,Northeast,Northeast,426031
2023-07,Northeast,South,5370
2023-07,Northeast,Southeast,1021321
2023-07,South,Central-West,48860
2023-07,South,North,555
2023-07,South,Northeast,5595
2023-07,South,South,123957
2023-07,South,Southeast,885712
2023-07,Southeast,Central-West,579047
2023-07,Southeast,North,127765
2023-07,Southeast,Northeast,1011537
2023-07,Southeast,South,901806
2023-07,Southeast,Southeast,1608580
2023-08,Central-West,Central-West,107393
2023-08,Central-West,North,112821
2023-08,Central-West,Northeast,166639
2023-08,Central-West,South,46236
2023-08,Central-West,Southeast,569686
2023-08,North,Central-West,107589
2023-08,North,North,159927
2023-08,North,Northeast,37284
2023-08,North,Southeast,126224
2023-08,Northeast,Central-West,160134
2023-08,Northeast,North,36956
2023-08,Northeast,Northeast,410149
2023-08,Northeast,South,457
2023-08,Northeast,Southeast,876728
2023-08,South,Central-West,48280
2023-08,South,North,718
2023-08,South,Northeast,559
2023-08,South,South,130835
2023-08,South,Southeast,892535
2023-08,Southeast,Central-West,584425
2023-08,Southeast,North,135058
2023-08,Southeast,Northeast,938186
2023-08,Southeast,South,888359
2023-08,Southeast,Southeast,1691974
2023-09,Central-West,Central-West,92736
2023-09,Central-West,North,102467
2023-09,Central-West,Northeast,152057
2023-09,Central-West,South,41681
2023-09,Central-West,Southeast,512714
2023-09,North,Central-West,99578
2023-09,North,North,138933
2023-09,North,Northeast,32881
2023-09,North,Southeast,114948
2023-09,Northeast,Central-West,154549
2023-09,Northeast,North,32818
2023-09,Northeast,Northeast,374210
2023-09,Northeast,South,423
2023-09,Northeast,Southeast,869090
2023-09,South,Central-West,43313
2023-09,South,North,384
2023-09,South,Northeast,347
2023-09,South,South,121597
2023-09,South,Southeast,821199
2023-09,Southeast,Central-West,522972
2023-09,Southeast,North,121736
2023-09,Southeast,Northeast,862122
2023-09,Southeast,South,812513
2023-09,Southeast,Southeast,1558343
2023-10,Central-West,Central-West,91186
2023-10,Central-West,North,101645
2023-10,Central-West,Northeast,165522
2023-10,Central-West,South,45916
2023-10,Central-West,Southeast,524973
2023-10,North,Central-West,100317
2023-10,North,North,137755
2023-10,North,Northeast,32236
2023-10,North,Southeast,120970
2023-10,Northeast,Central-West,159738
2023-10,Northeast,North,34787
2023-10,Northeast,Northeast,372174
2023-10,Northeast,South,844
2023-10,Northeast,Southeast,891996
2023-10,South,Central-West,47050
2023-10,South,North,369
2023-10,South,Northeast,905
2023-10,South,South,118362
2023-10,South,Southeast,846357
2023-10,Southeast,Central-West,524670
2023-10,Southeast,North,134644
2023-10,Southeast,Northeast,911939
2023-10,Southeast,South,823644
2023-10,Southeast,Southeast,1570852
2023-11,Central-West,Central-West,96019
2023-11,Central-West,North,102696
2023-11,Central-West,Northeast,157773
2023-11,Central-West,South,46999
2023-11,Central-West,Southeast,509569
2023-11,North,Central-West,96772
2023-11,North,North,119411
2023-11,North,Northeast,31681
2023-11,North,Southeast,120754
2023-11,Northeast,Central-West,157860
2023-11,Northeast,North,35030
2023-11,Northeast,Northeast,350569
2023-11,Northeast,South,5183
2023-11,Northeast,Southeast,871920
2023-11,South,Central-West,49316
2023-11,South,North,577
2023-11,South,Northeast,4994
2023-11,South,South,136620
2023-11,South,Southeast,845537
2023-11,Southeast,Central-West,519116
2023-11,Southeast,North,134710
2023-11,Southeast,Northeast,880545
2023-11,Southeast,South,834094
2023-11,Southeast,Southeast,1482868
2023-12,Central-West,Central-West,99184
2023-12,Central-West,North,108708
2023-12,Central-West,Northeast,153402
2023-12,Central-West,South,45601
2023-12,Central-West,Southeast,488627
2023-12,North,Central-West,103537
2023-12,North,North,143680
2023-12,North,Northeast,32760
2023-12,North,Southeast,131716
2023-12,Northeast,Central-West,188152
2023-12,Northeast,North,44650
2023-12,Northeast,Northeast,386819
2023-12,Northeast,South,14890
2023-12,Northeast,Southeast,1157949
2023-12,South,Central-West,49264
2023-12,South,North,351
2023-12,South,Northeast,11356
2023-12,South,South,145324
2023-12,South,Southeast,857430
2023-12,Southeast,Central-West,525861
2023-12,Southeast,North,141430
2023-12,Southeast,Northeast,929174
2023-12,Southeast,South,827254
2023-12,Southeast,Southeast,1394678
2024-01,Central-West,Central-West,102504
2024-01,Central-West,North,100443
2024-01,Central-West,Northeast,198582
2024-01,Central-West,South,47330
2024-01,Central-West,Southeast,498453
2024-01,North,Central-West,99697
2024-01,North,North,155751
2024-01,North,Northeast,49991
2024-01,North,Southeast,141720
2024-01,Northeast,Central-West,183034
2024-01,Northeast,North,40989
2024-01,Northeast,Northeast,406058
2024-01,Northeast,South,15972
2024-01,Northeast,Southeast,1177081
2024-01,South,Central-West,43221
2024-01,South,North,250
2024-01,South,Northeast,17120
2024-01,South,South,117450
2024-01,South,Southeast,771546
2024-01,Southeast,Central-West,460920
2024-01,Southeast,North,144736
2024-01,Southeast,Northeast,1258769
2024-01,Southeast,South,843039
2024-01,Southeast,Southeast,1301400
2024-02,Central-West,Central-West,85301
2024-02,Central-West,North,89584
2024-02,Central-West,Northeast,162392
2024-02,Central-West,South,35238
2024-02,Central-West,Southeast,423270
2024-02,North,Central-West,83867
2024-02,North,North,130891
2024-02,North,Northeast,37581
2024-02,North,South,44
2024-02,North,Southeast,113476
2024-02,Northeast,Central-West,144473
2024-02,Northeast,North,33740
2024-02,Northeast,Northeast,332197
2024-02,Northeast,South,6082
2024-02,Northeast,Southeast,846805
2024-02,South,Central-West,37519
2024-02,South,North,595
2024-02,South,Northeast,8353
2024-02,South,South,107733
2024-02,South,Southeast,701916
2024-02,Southeast,Central-West,427129
2024-02,Southeast,North,126616
2024-02,Southeast,Northeast,965014
2024-02,Southeast,South,667397
2024-02,Southeast,Southeast,1212219
2024-03,Central-West,Central-West,100894
2024-03,Central-West,North,105132
2024-03,Central-West,Northeast,154763
2024-03,Central-West,South,40471
2024-03,Central-West,Southeast,495964
2024-03,North,Central-West,98702
2024-03,North,North,137299
2024-03,North,Northeast,33569
2024-03,North,Southeast,120032
2024-03,Northeast,Central-West,152519
2024-03,Northeast,North,34164
2024-03,Northeast,Northeast,330645
2024-03,Northeast,South,3196
2024-03,Northeast,Southeast,892002
2024-03,South,Central-West,43767
2024-03,South,North,125
2024-03,South,Northeast,3651
2024-03,South,South,133545
2024-03,South,Southeast,817762
2024-03,Southeast,Central-West,506567
2024-03,Southeast,North,133706
2024-03,Southeast,Northeast,920294
2024-03,Southeast,South,799197
2024-03,Southeast,Southeast,1424124
2024-04,Central-West,Central-West,91516
2024-04,Central-West,North,101307
2024-04,Central-West,Northeast,144825
2024-04,Central-West,South,42463
2024-04,Central-West,Southeast,492750
2024-04,North,Central-West,97996
2024-04,North,North,126930
2024-04,North,Northeast,34204
2024-04,North,Southeast,118010
2024-04,Northeast,Central-West,140321
2024-04,Northeast,North,33410
2024-04,Northeast,Northeast,304849
2024-04,Northeast,South,4233
2024-04,Northeast,Southeast,829222
2024-04,South,Central-West,42124
2024-04,South,North,49
2024-04,South,Northeast,4337
2024-04,South,South,114486
2024-04,South,Southeast,768198
2024-04,Southeast,Central-West,495753
2024-04,Southeast,North,125492
2024-04,Southeast,Northeast,851887
2024-04,Southeast,South,788715
2024-04,Southeast,Southeast,1483494
2024-05,Central-West,Central-West,96149
2024-05,Central-West,North,104240
2024-05,Central-West,Northeast,148414
2024-05,Central-West,South,29483
2024-05,Central-West,Southeast,519210
2024-05,North,Central-West,100972
2024-05,North,North,147326
2024-05,North,Northeast,37094
2024-05,North,South,46
2024-05,North,Southeast,135729
2024-05,Northeast,Central-West,149199
2024-05,Northeast,North,39206
2024-05,Northeast,Northeast,321036
2024-05,Northeast,South,271
2024-05,Northeast,Southeast,880102
2024-05,South,Central-West,29944
2024-05,South,North,48
2024-05,South,Northeast,464
2024-05,South,South,52764
2024-05,South,Southeast,650029
2024-05,Southeast,Central-West,518160
2024-05,Southeast,North,140617
2024-05,Southeast,Northeast,869497
2024-05,Southeast,South,661160
2024-05,Southeast,Southeast,1597751
2024-06,Central-West,Central-West,93738
2024-06,Central-West,North,109273
2024-06,Central-West,Northeast,154529
2024-06,Central-West,South,28321
2024-06,Central-West,Southeast,516427
2024-06,North,Central-West,104560
2024-06,North,North,159439
2024-06,North,Northeast,41346
2024-06,North,South,0
